movie_title,rating,genre,in_theaters_date,on_streaming_date,runtime_in_minutes,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,audience_top_critics_count,audience_fresh_critics_count,audience_rotten_critics_count
Death of a President,R,"Drama, Mystery & Suspense",2006-10-27,2007-04-03,90,Rotten,37,99,Spilled,58,12245,38,37,62
Saw III,R,"Horror, Mystery & Suspense",2006-10-27,2007-01-23,108,Rotten,29,91,Upright,71,560755,24,26,65
Alien Autopsy,PG-13,"Comedy, Science Fiction & Fantasy",2006-11-01,2010-09-21,95,Fresh,71,7,Spilled,50,12804,0,5,2
Flushed Away,PG,"Animation, Comedy, Kids & Family",2006-11-03,2007-02-20,84,Certified Fresh,73,137,Upright,65,249687,43,100,37
In the Name of the King: A Dungeon Siege Tale,PG-13,"Action & Adventure, Classics, Science Fiction & Fantasy",2006-11-03,2008-04-15,126,Rotten,4,52,Spilled,23,103704,10,2,50
The Santa Clause 3: The Escape Clause,G,"Comedy, Kids & Family",2006-11-03,2007-11-20,92,Rotten,17,66,Spilled,39,150754,22,11,55
Shottas,R,"Action & Adventure, Drama",2006-11-03,2007-01-02,95,Rotten,19,16,Upright,91,10262,9,3,13
Volver,R,"Art House & International, Comedy, Drama",2006-11-03,2007-04-03,120,Certified Fresh,91,169,Upright,89,71972,52,154,15
"Copying Beethoven, (Klang der Stille)",PG-13,"Drama, Musical & Performing Arts, Romance",2006-11-10,2007-04-03,103,Rotten,28,81,Spilled,57,14197,31,23,58
Fur: An Imaginary Portrait of Diane Arbus,R,Drama,2006-11-10,2007-05-08,122,Rotten,32,110,Upright,63,19292,44,35,75
A Good Year,PG-13,"Comedy, Drama, Romance",2006-11-10,2007-02-27,118,Rotten,25,134,Upright,65,89454,43,34,100
Harsh Times,R,"Action & Adventure, Drama",2006-11-10,2007-03-13,115,Rotten,48,99,Spilled,55,91186,34,48,51
The Return,PG-13,"Drama, Mystery & Suspense",2006-11-10,2007-02-27,85,Rotten,16,56,Spilled,32,192208,20,9,47
Stranger Than Fiction,PG-13,"Comedy, Drama, Romance",2006-11-10,2007-02-27,113,Certified Fresh,72,174,Upright,85,401878,47,126,48
For Your Consideration,PG-13,Comedy,2006-11-17,2007-02-20,86,Rotten,52,161,Spilled,43,19784,50,83,78
Candy,R,"Drama, Romance",2006-11-17,2007-03-27,108,Rotten,47,74,Upright,77,25377,29,35,39
Casino Royale,PG-13,"Action & Adventure, Mystery & Suspense",2006-11-17,2007-03-13,144,Certified Fresh,95,255,Upright,89,703146,57,241,14
Fast Food Nation,R,"Comedy, Drama",2006-11-17,2007-03-06,106,Rotten,50,149,Spilled,42,62870,48,74,75
Happy Feet,PG,"Animation, Comedy, Kids & Family",2006-11-17,2007-03-27,109,Certified Fresh,76,166,Upright,70,617295,45,126,40
Let's Go to Prison,R,Comedy,2006-11-17,2007-03-06,90,Rotten,12,41,Spilled,48,119909,14,5,36
Priceless,PG-13,"Art House & International, Comedy",2006-11-18,2007-10-30,104,Certified Fresh,81,75,Upright,75,24094,21,61,14
The History Boys,R,"Comedy, Drama",2006-11-21,2007-04-17,113,Fresh,66,105,Upright,70,35447,42,69,36
Deck the Halls,PG,Comedy,2006-11-22,2007-11-06,92,Rotten,6,83,Spilled,30,55706,29,5,78
Déjà Vu,PG-13,"Action & Adventure, Drama, Mystery & Suspense, Romance",2006-11-22,2007-04-23,126,Rotten,55,159,Upright,73,369359,41,87,72
Tenacious D in The Pick of Destiny,R,"Comedy, Musical & Performing Arts",2006-11-22,2007-02-27,94,Rotten,53,123,Upright,67,436401,41,65,58
The Fountain,PG-13,"Drama, Science Fiction & Fantasy",2006-11-22,2007-05-18,95,Rotten,52,204,Upright,74,261864,52,106,98
Bobby,R,Drama,2006-11-23,2007-04-10,119,Rotten,46,174,Upright,72,45022,49,80,94
Flannel Pajamas,R,"Drama, Romance",2006-11-24,2007-04-10,124,Rotten,51,45,Spilled,39,13281,23,23,22
The Nativity Story,PG,"Drama, Faith & Spirituality",2006-12-01,2007-03-20,100,Rotten,37,131,Upright,75,82820,39,49,82
Turistas (Paradise Lost),R,"Drama, Horror, Mystery & Suspense",2006-12-01,2007-03-27,94,Rotten,18,106,Spilled,28,83480,32,19,87
Van Wilder: The Rise of Taj (Van Wilder 2),R,Comedy,2006-12-01,2007-03-27,97,Rotten,7,45,Spilled,38,142555,19,3,42
The Holiday,PG-13,"Comedy, Romance",2006-12-02,2007-03-13,135,Rotten,49,154,Upright,80,507513,41,75,79
Blood Diamond,R,"Action & Adventure, Drama, Mystery & Suspense",2006-12-08,2007-03-20,143,Fresh,63,216,Upright,90,568615,54,136,80
Unaccompanied Minors,PG,"Comedy, Kids & Family",2006-12-08,2007-08-07,89,Rotten,29,89,Spilled,53,45482,30,26,63
Charlotte's Web,G,"Animation, Drama, Kids & Family",2006-12-15,2007-04-03,97,Certified Fresh,79,146,Upright,62,379949,45,115,31
Eragon,PG,"Action & Adventure, Drama, Science Fiction & Fantasy",2006-12-15,2007-03-20,103,Rotten,16,125,Spilled,47,519365,33,20,105
Home of the Brave,R,"Action & Adventure, Drama",2006-12-15,2007-10-23,105,Rotten,23,57,Spilled,47,22223,20,13,44
The Pursuit of Happyness,PG-13,Drama,2006-12-15,2007-03-27,117,Fresh,67,175,Upright,87,563231,48,117,58
Happily N'ever After,PG,"Animation, Comedy, Kids & Family, Science Fiction & Fantasy",2006-12-16,2007-05-01,87,Rotten,4,80,Spilled,34,244328,28,3,77
American Pie 5: The Naked Mile,R,Comedy,2006-12-19,2006-12-19,102,Rotten,0,5,Upright,61,213855,0,0,5
Letters from Iwo Jima,R,Drama,2006-12-20,2007-05-22,142,Certified Fresh,91,201,Upright,86,341026,51,183,18
The Painted Veil,PG-13,"Drama, Romance",2006-12-20,2007-05-08,124,Certified Fresh,74,144,Upright,85,55299,45,107,37
Curse of the Golden Flower,R,"Action & Adventure, Art House & International, Drama, Romance",2006-12-21,2007-03-27,114,Fresh,65,127,Upright,65,51041,40,83,44
Venus,R,"Comedy, Drama, Romance",2006-12-21,2007-05-22,95,Certified Fresh,89,151,Upright,74,11450,44,134,17
The Good Shepherd,R,"Drama, Mystery & Suspense, Romance",2006-12-22,2007-04-03,188,Rotten,54,169,Spilled,51,182215,49,92,77
Night at the Museum,PG,"Action & Adventure, Comedy, Kids & Family",2006-12-22,2007-04-24,108,Rotten,42,135,Upright,67,723930,37,57,78
Rocky Balboa,PG,Drama,2006-12-22,2007-03-20,101,Certified Fresh,77,180,Upright,76,515230,45,138,42
We Are Marshall,PG,Drama,2006-12-22,2007-09-18,131,Rotten,48,124,Upright,79,202762,34,60,64
Black Christmas,R,"Horror, Mystery & Suspense",2006-12-25,2007-04-03,84,Rotten,15,61,Spilled,38,137848,20,9,52
Children of Men,R,"Drama, Mystery & Suspense, Science Fiction & Fantasy",2006-12-25,2007-03-27,109,Certified Fresh,92,247,Upright,85,530774,53,227,20
Dreamgirls,PG-13,"Drama, Musical & Performing Arts",2006-12-25,2007-05-01,130,Certified Fresh,78,207,Upright,71,388067,55,162,45
Notes on a Scandal,R,Drama,2006-12-25,2007-04-17,91,Certified Fresh,87,174,Upright,83,77748,47,152,22
It's a Boy Girl Thing,PG-13,"Comedy, Romance",2006-12-26,2008-06-17,95,Fresh,67,9,Upright,61,30366,0,6,3
Perfume: The Story of a Murderer,R,"Drama, Mystery & Suspense",2006-12-27,2007-07-24,147,Rotten,58,127,Upright,74,266442,42,74,53
The Flying Scotsman,PG-13,Drama,2006-12-29,2007-09-18,103,Rotten,50,54,Spilled,51,83865,22,27,27
Pan's Labyrinth,R,"Drama, Horror, Science Fiction & Fantasy",2006-12-29,2007-05-18,115,Certified Fresh,95,232,Upright,91,636214,52,220,12
Code Name: The Cleaner,PG-13,"Action & Adventure, Comedy",2007-01-05,2007-04-24,91,Rotten,4,83,Spilled,38,38618,25,3,80
White Noise 2,PG-13,"Horror, Mystery & Suspense",2007-01-05,2008-01-08,99,Fresh,75,8,Spilled,43,12166,0,6,2
Pathfinder,R,"Action & Adventure, Drama",2007-01-11,2007-07-31,99,Rotten,10,77,Spilled,36,94303,25,8,69
Arthur and the Invisibles (Arthur and the Minimoys),PG,"Animation, Kids & Family, Science Fiction & Fantasy",2007-01-12,2007-05-15,94,Rotten,22,91,Spilled,56,134466,31,20,71
Alpha Dog,R,"Drama, Mystery & Suspense",2007-01-12,2007-05-01,118,Rotten,54,144,Upright,67,422513,45,78,66
Freedom Writers,PG-13,Drama,2007-01-12,2007-04-17,123,Fresh,70,126,Upright,87,293431,40,88,38
Jump In!,G,"Comedy, Kids & Family, Musical & Performing Arts, Television",2007-01-12,2007-04-03,85,Fresh,63,8,Upright,61,64410,2,5,3
Miss Potter,PG,Drama,2007-01-12,2007-06-19,92,Fresh,67,127,Upright,68,332601,45,85,42
Primeval,R,"Action & Adventure, Drama, Horror, Mystery & Suspense",2007-01-12,2007-06-12,94,Rotten,18,56,Spilled,32,64236,15,10,46
Stomp the Yard,PG-13,Drama,2007-01-12,2007-05-18,114,Rotten,25,89,Upright,82,467981,34,22,67
The Ten,R,Comedy,2007-01-18,2008-01-15,99,Rotten,36,81,Spilled,40,77947,28,29,52
Fay Grim,R,"Action & Adventure, Art House & International, Mystery & Suspense",2007-01-19,2007-05-22,118,Rotten,46,90,Spilled,57,22794,32,41,49
The Good German,R,"Drama, Mystery & Suspense, Romance",2007-01-19,2007-05-22,108,Rotten,33,150,Spilled,34,36670,47,49,101
The Hitcher,R,"Drama, Horror, Mystery & Suspense",2007-01-19,2007-05-01,84,Rotten,21,97,Spilled,52,422231,22,20,77
The Italian,PG-13,"Art House & International, Drama",2007-01-19,2007-05-22,99,Certified Fresh,91,93,Upright,70,26786,35,85,8
Teeth,R,"Comedy, Horror",2007-01-19,2008-05-06,93,Certified Fresh,80,69,Spilled,45,34873,21,55,14
Away From Her,PG-13,Drama,2007-01-20,2007-09-11,110,Certified Fresh,94,144,Upright,81,114750,46,136,8
Son of Rambow,PG-13,Comedy,2007-01-22,2008-08-26,95,Certified Fresh,74,117,Upright,79,62629,34,86,31
Blood and Chocolate,PG-13,"Action & Adventure, Drama, Horror, Science Fiction & Fantasy",2007-01-26,2007-06-12,98,Rotten,11,74,Spilled,52,158346,20,8,66
Catch and Release,PG-13,"Comedy, Drama, Romance",2007-01-26,2007-05-08,111,Rotten,22,133,Spilled,55,206144,38,29,104
Epic Movie,R,"Action & Adventure, Comedy",2007-01-26,2007-05-22,84,Rotten,2,65,Spilled,29,559982,20,1,64
Seraphim Falls,R,"Action & Adventure, Drama, Mystery & Suspense, Western",2007-01-26,2007-05-15,112,Rotten,55,85,Spilled,54,10950,30,47,38
Smokin' Aces,R,"Action & Adventure, Comedy, Drama",2007-01-26,2007-04-17,109,Rotten,30,158,Upright,62,338124,42,48,110
Fido,R,"Comedy, Horror, Mystery & Suspense",2007-01-31,2007-10-23,91,Fresh,73,77,Upright,72,49236,18,56,21
Because I Said So,PG-13,"Comedy, Drama, Romance",2007-02-02,2007-05-08,101,Rotten,4,157,Upright,65,507111,46,6,151
Cinderella III: A Twist in Time,G,"Animation, Kids & Family",2007-02-06,2007-02-06,74,Fresh,75,8,Upright,61,42019,0,6,2
The Messengers,PG-13,"Horror, Mystery & Suspense",2007-02-07,2007-06-05,90,Rotten,12,84,Spilled,44,491916,24,10,74
Factory Girl,R,Drama,2007-02-09,2007-07-17,89,Rotten,19,113,Upright,60,77173,44,22,91
Goal II: Living the Dream,PG-13,Drama,2007-02-09,2008-11-04,115,Rotten,39,18,Upright,62,24448,6,7,11
Hannibal Rising,R,"Drama, Horror, Mystery & Suspense",2007-02-09,2007-05-29,121,Rotten,16,147,Spilled,55,549917,40,23,124
Norbit,PG-13,"Comedy, Drama, Romance",2007-02-09,2007-06-05,103,Rotten,9,123,Spilled,53,660377,36,11,112
The Counterfeiters,R,Drama,2007-02-10,2008-08-05,99,Certified Fresh,94,126,Upright,88,21289,41,118,8
Daddy's Little Girls,PG-13,"Comedy, Drama",2007-02-14,2007-06-12,100,Rotten,26,54,Upright,81,225937,23,14,40
La Vie en Rose (La Mome),PG-13,"Art House & International, Drama",2007-02-14,2007-11-13,136,Certified Fresh,74,149,Upright,84,130710,46,110,39
Music and Lyrics,PG-13,"Comedy, Romance",2007-02-14,2007-05-08,96,Fresh,62,167,Upright,68,514838,43,104,63
Breach,PG-13,"Drama, Mystery & Suspense",2007-02-16,2007-06-12,110,Certified Fresh,84,177,Upright,67,377348,53,149,28
Breaking and Entering,R,Drama,2007-02-16,2007-05-08,118,Rotten,34,126,Spilled,52,57464,45,43,83
Bridge to Terabithia,PG,"Action & Adventure, Kids & Family, Science Fiction & Fantasy",2007-02-16,2007-06-19,94,Certified Fresh,85,157,Upright,70,468456,37,133,24
Ghost Rider,PG-13,"Action & Adventure, Horror, Mystery & Suspense",2007-02-16,2007-06-12,110,Rotten,26,140,Spilled,48,730783,29,37,103
Hallam Foe (Mister Foe),R,"Comedy, Drama, Romance",2007-02-16,2008-11-11,95,Certified Fresh,73,64,Upright,72,18161,21,47,17
Amazing Grace,PG,"Drama, Mystery & Suspense",2007-02-23,2007-11-13,116,Fresh,68,125,Upright,85,54304,38,85,40
The Abandoned,R,Horror,2007-02-23,2007-06-19,99,Rotten,38,34,Spilled,42,33728,7,13,21
Reno 911!: Miami,R,Comedy,2007-02-23,2007-06-19,81,Rotten,34,98,Spilled,51,196529,30,33,65
The Number 23,R,Mystery & Suspense,2007-02-23,2005-07-05,98,Rotten,8,189,Spilled,56,485007,48,15,174
Big Liar on Campus,PG-13,"Comedy, Drama",2007-03-02,2007-09-25,91,Rotten,6,18,Spilled,45,15508,10,1,17
Black Snake Moan,R,Drama,2007-03-02,2007-06-26,115,Fresh,66,162,Upright,69,413531,47,107,55
Days of Glory,R,Drama,2007-03-02,2007-06-12,123,Certified Fresh,82,85,Upright,79,10316,34,70,15
Wild Hogs,PG-13,"Action & Adventure, Comedy",2007-03-02,2007-08-14,99,Rotten,14,142,Upright,61,395692,44,20,122
Zodiac,R,Mystery & Suspense,2007-03-02,2007-07-24,157,Certified Fresh,89,248,Upright,77,493811,59,221,27
300,R,"Action & Adventure, Drama",2007-03-09,2007-07-31,116,Fresh,60,231,Upright,89,1434714,50,139,92
The Host,R,"Action & Adventure, Art House & International, Comedy, Drama, Horror",2007-03-09,2007-07-24,119,Certified Fresh,93,154,Upright,72,177929,43,143,11
Premonition,PG-13,"Drama, Mystery & Suspense, Science Fiction & Fantasy",2007-03-12,2005-07-05,96,Rotten,8,162,Spilled,50,468834,45,13,149
The Dukes of Hazzard: The Beginning,R,"Action & Adventure, Comedy",2007-03-13,2007-03-13,95,Rotten,20,5,Spilled,47,11565,0,1,4
Pride,PG,Drama,2007-03-14,2007-06-26,108,Rotten,45,108,Upright,72,104130,38,49,59
Dead Silence,R,"Horror, Mystery & Suspense",2007-03-16,2007-06-26,90,Rotten,20,79,Spilled,51,219435,18,16,63
I Think I Love My Wife,R,Comedy,2007-03-16,2007-08-07,93,Rotten,19,114,Spilled,41,199437,40,22,92
The Last Mimzy,PG,"Action & Adventure, Drama, Kids & Family",2007-03-18,2007-07-10,96,Rotten,54,125,Spilled,54,258653,36,68,57
The Hills Have Eyes 2,R,Horror,2007-03-23,2007-07-17,90,Rotten,12,67,Spilled,40,444137,20,8,59
Reign Over Me,R,Drama,2007-03-23,2007-10-09,124,Fresh,64,153,Upright,81,150370,43,98,55
Shooter,R,"Action & Adventure, Drama, Mystery & Suspense",2007-03-23,2007-06-26,125,Rotten,47,148,Upright,80,456462,48,70,78
TMNT,PG,"Action & Adventure, Animation, Science Fiction & Fantasy",2007-03-23,2007-08-07,86,Rotten,34,116,Upright,60,368171,28,40,76
Blades of Glory,PG-13,Comedy,2007-03-30,2007-08-28,93,Fresh,70,184,Upright,68,1402970,52,128,56
The Lookout,R,"Drama, Mystery & Suspense",2007-03-30,2007-08-14,99,Certified Fresh,87,167,Upright,74,80707,43,146,21
Meet the Robinsons,G,"Action & Adventure, Animation, Kids & Family",2007-03-30,2007-10-23,96,Fresh,67,140,Upright,74,400053,40,94,46
Black Book,R,"Drama, Mystery & Suspense",2007-04-04,2007-09-25,146,Certified Fresh,75,155,Upright,87,37460,44,117,38
Firehouse Dog,PG,"Action & Adventure, Comedy, Kids & Family",2007-04-04,2007-07-31,111,Rotten,38,82,Upright,62,94072,35,31,51
Death Proof,R,"Action & Adventure, Horror, Mystery & Suspense",2007-04-05,2007-09-17,114,Fresh,63,41,Upright,72,289465,9,26,15
The Reaping,R,"Horror, Mystery & Suspense",2007-04-05,2007-10-16,99,Rotten,8,134,Spilled,49,78979,32,11,123
The Hoax,R,"Comedy, Drama",2007-04-06,2007-10-16,115,Certified Fresh,86,152,Spilled,58,30699,40,130,22
Perfect Stranger,R,"Drama, Mystery & Suspense",2007-04-13,2007-08-21,109,Rotten,10,142,Spilled,51,336508,42,14,128
Aqua Teen Hunger Force Colon Movie Film for Theaters,R,"Action & Adventure, Animation, Comedy",2007-04-13,2007-08-14,86,Rotten,48,84,Upright,68,38951,32,40,44
Disturbia,PG-13,"Drama, Mystery & Suspense",2007-04-13,2007-08-07,104,Fresh,69,174,Upright,77,1452492,46,120,54
Redline,PG-13,Action & Adventure,2007-04-13,2007-08-21,93,Rotten,0,27,Spilled,47,104019,14,0,27
Year of the Dog,PG,"Art House & International, Comedy, Drama",2007-04-13,2007-08-28,96,Fresh,69,142,Spilled,43,41636,46,98,44
Cashback,R,"Comedy, Drama, Romance",2007-04-20,2007-07-24,102,Rotten,48,52,Upright,77,51269,20,25,27
Fracture,R,"Drama, Mystery & Suspense",2007-04-20,2007-08-14,113,Certified Fresh,71,172,Upright,73,383089,47,122,50
Hot Fuzz,R,"Action & Adventure, Comedy, Drama",2007-04-20,2007-07-31,121,Certified Fresh,91,203,Upright,89,565552,52,185,18
In the Land of Women,PG-13,"Comedy, Drama",2007-04-20,2007-10-30,98,Rotten,44,117,Spilled,52,100781,39,51,66
Vacancy,R,"Horror, Mystery & Suspense",2007-04-20,2007-08-14,85,Rotten,55,124,Spilled,42,302988,35,68,56
The Dukes,PG-13,"Comedy, Drama",2007-04-23,2010-05-04,96,Rotten,57,23,Spilled,34,36073,13,13,10
The Invisible,PG-13,"Drama, Mystery & Suspense",2007-04-27,2007-10-16,101,Rotten,20,60,Spilled,57,316487,16,12,48
The Condemned,R,"Action & Adventure, Mystery & Suspense",2007-04-27,2007-09-17,113,Rotten,15,100,Spilled,58,70979,31,15,85
Next,PG-13,"Mystery & Suspense, Science Fiction & Fantasy",2007-04-27,2007-09-25,96,Rotten,28,130,Spilled,53,339603,27,37,93
The Cake Eaters,R,"Art House & International, Drama",2007-04-29,2009-03-24,95,Fresh,64,25,Spilled,48,12617,13,16,9
Charlie Bartlett,R,Comedy,2007-05-01,2008-06-24,97,Rotten,57,130,Upright,71,105087,34,74,56
Lucky You,PG-13,Drama,2007-05-01,2007-09-18,124,Rotten,29,142,Spilled,28,207241,46,41,101
Waitress,PG-13,"Comedy, Drama, Romance",2007-05-02,2007-11-27,107,Certified Fresh,90,172,Upright,74,410301,49,154,18
Paris Je T'aime,R,"Art House & International, Drama, Romance",2007-05-04,2007-11-13,120,Certified Fresh,87,112,Upright,84,192556,36,97,15
Spider-Man 3,PG-13,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",2007-05-04,2007-10-30,139,Fresh,63,256,Spilled,51,2265043,57,160,96
28 Weeks Later...,R,"Horror, Mystery & Suspense, Science Fiction & Fantasy",2007-05-11,2007-10-09,100,Fresh,71,194,Upright,67,638442,52,138,56
Blind Dating,PG-13,"Comedy, Drama",2007-05-11,2008-02-05,95,Rotten,25,24,Spilled,47,13202,6,6,18
Delta Farce,PG-13,"Action & Adventure, Comedy",2007-05-11,2007-09-04,89,Rotten,5,44,Spilled,38,166412,14,2,42
Disappearances,PG-13,"Action & Adventure, Drama",2007-05-11,2007-07-03,118,Rotten,50,20,Spilled,44,27280,13,10,10
The Ex,PG-13,"Comedy, Romance",2007-05-11,2007-08-21,84,Rotten,18,99,Spilled,32,154414,34,18,81
Georgia Rule,R,"Comedy, Drama",2007-05-11,2007-09-04,113,Rotten,18,117,Spilled,52,421203,34,21,96
My Blueberry Nights,PG-13,Drama,2007-05-16,2008-07-01,90,Rotten,46,128,Upright,61,32263,41,59,69
"4 Months, 3 Weeks and 2 Days",R,Drama,2007-05-17,2008-06-17,113,Certified Fresh,96,140,Upright,86,26716,43,134,6
Control,R,"Drama, Musical & Performing Arts",2007-05-17,2008-06-03,122,Certified Fresh,88,113,Upright,89,48445,40,99,14
Brooklyn Rules,R,"Comedy, Drama",2007-05-18,2007-09-18,99,Rotten,45,40,Spilled,51,17346,16,18,22
Once,R,"Drama, Musical & Performing Arts",2007-05-18,2007-12-18,86,Certified Fresh,97,157,Upright,91,190990,47,152,5
Shrek the Third,PG,"Animation, Comedy, Kids & Family, Science Fiction & Fantasy",2007-05-18,2007-11-13,92,Rotten,41,211,Spilled,52,2218576,50,86,125
Paranoid Park,R,"Art House & International, Drama",2007-05-21,2008-10-07,84,Certified Fresh,76,123,Upright,65,21851,37,94,29
Pirates of the Caribbean: At Worlds End,PG-13,"Action & Adventure, Science Fiction & Fantasy",2007-05-25,2007-12-04,169,Rotten,44,225,Upright,72,2738491,48,99,126
Day Watch,R,"Action & Adventure, Art House & International, Horror, Science Fiction & Fantasy",2007-06-01,2007-10-30,131,Fresh,63,96,Upright,68,33884,33,60,36
Gracie,PG-13,Drama,2007-06-01,2007-09-17,96,Fresh,61,93,Spilled,58,150819,36,57,36
Knocked Up,R,"Comedy, Romance",2007-06-01,2007-09-25,129,Certified Fresh,90,250,Upright,83,2084809,53,224,26
Mr. Brooks,R,"Drama, Mystery & Suspense",2007-06-01,2007-10-23,120,Rotten,55,159,Upright,76,597015,47,88,71
Hostel Part II,R,Horror,2007-06-08,2007-10-23,94,Rotten,44,112,Spilled,39,701049,27,49,63
Ocean's Thirteen,PG-13,"Action & Adventure, Comedy, Drama, Mystery & Suspense",2007-06-08,2007-11-13,122,Fresh,70,197,Upright,75,1532494,54,138,59
Surf's Up,PG,"Action & Adventure, Animation, Kids & Family",2007-06-08,2007-10-09,85,Certified Fresh,79,147,Upright,70,631195,40,116,31
DOA: Dead or Alive,PG-13,"Action & Adventure, Drama",2007-06-15,2007-09-04,86,Rotten,33,45,Spilled,36,472662,14,15,30
Fantastic Four: Rise of the Silver Surfer,PG,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy",2007-06-15,2007-10-02,92,Rotten,37,169,Spilled,51,1339623,43,63,106
Nancy Drew,PG,"Action & Adventure, Kids & Family, Mystery & Suspense",2007-06-15,2008-03-11,98,Rotten,50,137,Spilled,59,150436,45,68,69
Planet Terror (Grindhouse Presents: Robert Rodriguez's Planet Terror),R,"Action & Adventure, Horror",2007-06-21,2007-10-16,86,Fresh,74,27,Upright,77,181677,5,20,7
1408,PG-13,"Horror, Mystery & Suspense",2007-06-22,2007-10-02,94,Certified Fresh,79,175,Upright,61,745356,41,139,36
Broken English,PG-13,"Art House & International, Comedy, Drama",2007-06-22,2007-08-21,96,Fresh,64,72,Upright,62,23967,25,46,26
Evan Almighty,PG,"Comedy, Science Fiction & Fantasy",2007-06-22,2007-10-09,96,Rotten,23,195,Spilled,52,839578,49,45,150
A Mighty Heart,R,Drama,2007-06-22,2007-10-16,107,Certified Fresh,79,195,Upright,70,106637,58,154,41
Live Free or Die Hard,PG-13,"Action & Adventure, Mystery & Suspense",2007-06-27,2007-11-20,128,Certified Fresh,82,208,Upright,86,1859709,50,170,38
Vitus,PG,"Art House & International, Drama",2007-06-29,2007-11-27,123,Fresh,66,61,Upright,80,14891,25,40,21
Evening,PG-13,Drama,2007-06-29,2007-09-25,117,Rotten,27,129,Spilled,48,123707,44,35,94
Ratatouille,G,"Animation, Comedy, Kids & Family",2007-06-29,2007-11-06,110,Certified Fresh,96,249,Upright,87,1071863,52,238,11
